0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2.7278e-16,1.2225e-15,2.0156e-15,1.2225e-15,2.7278e-16,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.2225e-15,4.0484e-14,4.9319e-13,2.2103e-12,3.6442e-12,2.2103e-12,4.9319e-13,4.0484e-14,1.2225e-15,0,0,0,0,0,0
0,0,0,0,3.6916e-17,9.0331e-15,8.1314e-13,2.6927e-11,3.2804e-10,1.4702e-09,2.4239e-09,1.4702e-09,3.2804e-10,2.6927e-11,8.1314e-13,9.0331e-15,3.6916e-17,0,0,0,0
0,0,0,0,9.0331e-15,2.2103e-12,1.9897e-10,6.5889e-09,8.0269e-08,3.5974e-07,5.9312e-07,3.5974e-07,8.0269e-08,6.5889e-09,1.9897e-10,2.2103e-12,9.0331e-15,0,0,0,0
0,0,0,1.2225e-15,8.1314e-13,1.9897e-10,1.7911e-08,5.9312e-07,7.2256e-06,3.2383e-05,5.3391e-05,3.2383e-05,7.2256e-06,5.9312e-07,1.7911e-08,1.9897e-10,8.1314e-13,1.2225e-15,0,0,0
0,0,0,4.0484e-14,2.6927e-11,6.5889e-09,5.9312e-07,1.9641e-05,0.00023928,0.0010724,0.0017681,0.0010724,0.00023928,1.9641e-05,5.9312e-07,6.5889e-09,2.6927e-11,4.0484e-14,0,0,0
0,0,2.7278e-16,4.9319e-13,3.2804e-10,8.0269e-08,7.2256e-06,0.00023928,0.002915,0.013064,0.021539,0.013064,0.002915,0.00023928,7.2256e-06,8.0269e-08,3.2804e-10,4.9319e-13,2.7278e-16,0,0
0,0,1.2225e-15,2.2103e-12,1.4702e-09,3.5974e-07,3.2383e-05,0.0010724,0.013064,0.05855,0.096532,0.05855,0.013064,0.0010724,3.2383e-05,3.5974e-07,1.4702e-09,2.2103e-12,1.2225e-15,0,0
0,0,2.0156e-15,3.6442e-12,2.4239e-09,5.9312e-07,5.3391e-05,0.0017681,0.021539,0.096532,0.15915,0.096532,0.021539,0.0017681,5.3391e-05,5.9312e-07,2.4239e-09,3.6442e-12,2.0156e-15,0,0
0,0,1.2225e-15,2.2103e-12,1.4702e-09,3.5974e-07,3.2383e-05,0.0010724,0.013064,0.05855,0.096532,0.05855,0.013064,0.0010724,3.2383e-05,3.5974e-07,1.4702e-09,2.2103e-12,1.2225e-15,0,0
0,0,2.7278e-16,4.9319e-13,3.2804e-10,8.0269e-08,7.2256e-06,0.00023928,0.002915,0.013064,0.021539,0.013064,0.002915,0.00023928,7.2256e-06,8.0269e-08,3.2804e-10,4.9319e-13,2.7278e-16,0,0
0,0,0,4.0484e-14,2.6927e-11,6.5889e-09,5.9312e-07,1.9641e-05,0.00023928,0.0010724,0.0017681,0.0010724,0.00023928,1.9641e-05,5.9312e-07,6.5889e-09,2.6927e-11,4.0484e-14,0,0,0
0,0,0,1.2225e-15,8.1314e-13,1.9897e-10,1.7911e-08,5.9312e-07,7.2256e-06,3.2383e-05,5.3391e-05,3.2383e-05,7.2256e-06,5.9312e-07,1.7911e-08,1.9897e-10,8.1314e-13,1.2225e-15,0,0,0
0,0,0,0,9.0331e-15,2.2103e-12,1.9897e-10,6.5889e-09,8.0269e-08,3.5974e-07,5.9312e-07,3.5974e-07,8.0269e-08,6.5889e-09,1.9897e-10,2.2103e-12,9.0331e-15,0,0,0,0
0,0,0,0,3.6916e-17,9.0331e-15,8.1314e-13,2.6927e-11,3.2804e-10,1.4702e-09,2.4239e-09,1.4702e-09,3.2804e-10,2.6927e-11,8.1314e-13,9.0331e-15,3.6916e-17,0,0,0,0
0,0,0,0,0,0,1.2225e-15,4.0484e-14,4.9319e-13,2.2103e-12,3.6442e-12,2.2103e-12,4.9319e-13,4.0484e-14,1.2225e-15,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2.7278e-16,1.2225e-15,2.0156e-15,1.2225e-15,2.7278e-16,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
